title,speaker,initial speech,initial sentiment,initial POLARITY
Cymbeline,Posthumus Leonatus,"A father to me; and thou hast created A mother and two brothers: but, O scorn! Gone! they went hence so soon as they were born: And so I am awake. Poor wretches that depend On greatness' favour dream as I have done, Wake and find nothing. But, alas, I swerve: Many dream not to find, neither deserve, And yet are steep'd in favours: so am I, That have this golden chance and know not why. What fairies haunt this ground? A book? O rare one! Be not, as is our fangled world, a garment Nobler than that it covers: let thy effects So follow, to be most unlike our courtiers, As good as promise. 'When as a lion's whelp shall, to himself unknown, without seeking find, and be embraced by a piece of tender air; and when from a stately cedar shall be lopped branches, which, being dead many years, shall after revive, be jointed to the old stock and freshly grow; then shall Posthumus end his miseries, Britain be fortunate and flourish in peace and plenty.' 'Tis still a dream, or else such stuff as madmen Tongue and brain not; either both or nothing; Or senseless speaking or a speaking such As sense cannot untie. Be what it is, The action of my life is like it, which I'll keep, if but for sympathy.","[-0.3925      0.329       0.          0.          0.          0.95366667
  0.          0.          0.          0.         -0.778       0.62366667
  0.          0.          0.          0.          0.         -0.09621053
  0.          0.          0.          0.          0.233       0.
  0.          0.91672222 -0.541       0.         -0.96475     0.
  0.          0.          0.         -0.24975    -0.472       0.
  0.          0.          0.          0.          0.          0.
  0.89525     0.         -0.9185      0.2325      0.          0.
  0.          0.          0.          0.          0.957       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.3066      0.        ]",0.22976190476190475
The Merry Wives of Windsor,SHALLOW,"Sir Hugh, persuade me not; I will make a Star- chamber matter of it: if he were twenty Sir John Falstaffs, he shall not abuse Robert Shallow, esquire.","[-0.815       0.248       0.          0.          0.          0.
  0.          0.          0.          0.         -0.772       0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.         -0.207       0.          0.
  0.          0.89733333  0.          0.517       0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.267       0.        ]",0.11759999999999997
The Merry Wives of Windsor,SLENDER,"In the county of Gloucester, justice of peace and 'Coram.'","[0.    0.    0.    0.    0.    0.952 0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.955 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.967 0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.999 0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.95125
The Merry Wives of Windsor,SIR HUGH EVANS,"The dozen white louses do become an old coat well; it agrees well, passant; it is a familiar beast to man, and signifies love.","[-0.534  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.949 -0.567  0.659  0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.329  0.     0.     0.     0.
  0.     0.     0.     0.542  0.    -0.56   0.     0.     0.     0.
  0.     0.     0.     0.222  0.   ]",0.15966666666666665
The Merry Wives of Windsor,FALSTAFF,"Now, Master Shallow, you'll complain of me to the king?","[-0.639  0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.907  0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.    -0.329  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",0.1765
The Merry Wives of Windsor,BARDOLPH,You Banbury cheese!,"[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.826  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.826
The Merry Wives of Windsor,PISTOL,"How now, Mephostophilus!","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Merry Wives of Windsor,NYM,"Slice, I say! pauca, pauca: slice! that's my humour.","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Merry Wives of Windsor,SIMPLE,"Book of Riddles! why, did you not lend it to Alice Shortcake upon All-hallowmas last, a fortnight afore Michaelmas?","[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.585
  0.          0.          0.          0.          0.         -0.581
  0.          0.          0.          0.          0.          0.
  0.          0.93866667  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]",0.47700000000000004
The Merry Wives of Windsor,ANNE PAGE,The dinner is on the table; my father desires your worships' company.,"[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.659
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
 0.    0.    0.    0.    0.   ]",0.659
The Merry Wives of Windsor,MISTRESS QUICKLY,"What, John Rugby! I pray thee, go to the casement, and see if you can see my master, Master Doctor Caius, coming. If he do, i' faith, and find any body in the house, here will be an old abusing of God's patience and the king's English.","[-0.7625      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.93457143  0.          0.         -0.4875      0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
 -0.853       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.329       0.        ]",0.25725
The Merry Wives of Windsor,RUGBY,I'll go watch.,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Merry Wives of Windsor,DOCTOR CAIUS,"Vat is you sing? I do not like des toys. Pray you, go and vetch me in my closet un boitier vert, a box, a green-a box: do intend vat I speak? a green-a box.","[-0.838       0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.218       0.
  0.          0.994       0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.28433333  0.        ]",0.14016666666666666
The Merry Wives of Windsor,FENTON,,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",0.0
The Merry Wives of Windsor,MISTRESS PAGE,"What, have I scaped love-letters in the holiday- time of my beauty, and am I now a subject for them? Let me see. 'Ask me no reason why I love you; for though Love use Reason for his physician, he admits him not for his counsellor. You are not young, no more am I; go to then, there's sympathy: you are merry, so am I; ha, ha! then there's more sympathy: you love sack, and so do I; would you desire better sympathy? Let it suffice thee, Mistress Page,--at the least, if the love of soldier can suffice,-- that I love thee. I will not say, pity me; 'tis not a soldier-like phrase: but I say, love me. By me, Thine own true knight, By day or night, Or any kind of light, With all his might For thee to fight,    JOHN FALSTAFF' What a Herod of Jewry is this! O wicked world! One that is well-nigh worn to pieces with age to show himself a young gallant! What an unweighed behavior hath this Flemish drunkard picked--with the devil's name!--out of my conversation, that he dares in this manner assay me? Why, he hath not been thrice in my company! What should I say to him? I was then frugal of my mirth: Heaven forgive me! Why, I'll exhibit a bill in the parliament for the putting down of men. How shall I be revenged on him? for revenged I will be, as sure as his guts are made of puddings.","[-0.6025      0.329       0.          0.          0.          0.872
  0.          0.          0.          0.776      -0.999       0.5754
  0.          0.          0.159       0.          0.          0.
 -0.09414286  0.          0.          0.          0.23       -0.659
 -0.16566667  0.8832      0.          0.659      -0.636       0.
  0.          0.          0.          0.         -0.397       0.
  0.          0.          0.          0.          0.          0.517
  0.883       0.         -0.88614286  0.          0.          0.
 -0.3456      0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.2328      0.        ]",0.15995384615384606
The Merry Wives of Windsor,MISTRESS FORD,"Mistress Page! trust me, I was going to your house.","[ 0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.659  0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.    -0.849  0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.   ]",-0.07200000000000001
